VPD_kPa,GPP,Gs_mol,SWC
0.1242,1.94152,0.0377819,31.152
0.152,2.0901,0.028049833,32.346
0.2627,2.92732,0.02553858,30.398
0.2762,4.20981,0.038141712,31.297
0.342,6.3546,0.039037783,27.453
0.5619,8.81659,0.009301698,26.008
1.3624,8.94769,0.005164918,13.788
1.1718,7.84556,0.003589189,10.224
0.654,5.86202,0.002762457,11.22
0.5041,4.14866,0.002795992,14.443
0.1526,2.38432,0.005454675,23.693
0.0892,0.808865,0.078230562,29.94
0.2295,0.873641,0.011537552,23.326
0.1808,1.83662,0.036230696,21.43
0.1414,2.50863,0.069642118,23.707
0.2014,3.81828,0.049067659,22.88
0.3398,5.93188,0.038245284,20.62
0.5718,8.20827,0.029563224,18.315
0.9405,10.1233,0.019869196,12.048
1.2107,8.46681,0.013942605,8.572
1.0494,6.56162,0.007500683,7.917
0.352,3.86643,0.017140588,8.757
0.2561,2.68679,0.022804216,30.445
0.1409,2.86801,0.05077893,32.016
0.215,3.98115,0.050140703,33.703
0.3407,5.50022,0.042886977,30.775
0.613,8.54944,0.024207114,25.907
0.5199,9.54361,0.032882736,21.408
1.119,10.2226,0.017741243,13.526
1.5452,8.23666,0.008388128,10.583
1.3293,4.90805,0.003860017,9.982
0.5654,2.84581,0.010245174,12.581
0.274,0.96854,0.009544316,29.687
0.2219,1.94353,0.012432864,29.992
0.4012,7.53651,0.022175905,29.353
0.6053,9.51439,0.021045821,21.562
0.8031,10.5188,0.018827639,15.535
1.7414,8.44225,0.0083569,10.911
1.1309,6.11573,0.007029608,10.459
0.7789,5.84211,0.005772756,10.221
0.4757,4.79936,0.011028411,16.008
0.253,3.29876,0.015441545,18.201
0.319,1.03671,0.006138108,22.377
0.3646,1.90068,0.009432332,24.988
0.1056,1.50795,0.076960805,28.533
0.31,3.99873,0.027259623,32.709
0.4397,6.92811,0.026191231,28.18
0.6503,9.47819,0.022194599,22.437
0.7741,10.8173,0.021660925,13.779
1.6235,9.89837,0.010438866,11.093
1.2599,7.79345,0.007793536,9.914
1.0114,4.29928,0.005301819,10.15
0.6949,4.71225,0.008461282,12.289
0.2248,1.91781,0.014067217,22.74
0.1523,1.44684,0.029900488,32.118
0.3658,5.33633,0.059867479,32.511
0.7037,6.96476,0.029213124,30.301
0.6269,6.15858,0.028007285,26.737
0.6095,9.73136,0.032740288,29.907
0.6405,4.60509,0.021078672,22.536
0.2366,2.56532,0.034531477,33.044
0.3094,0.810313,0.02261431,32.686
0.224,0.633205,0.031013563,32.983
0.2181,1.27235,0.032080957,32.326
0.1662,3.06218,0.044509078,33.738
0.5572,5.16959,0.023071061,33.927
0.5762,7.4988,0.031242815,32.285
0.2573,0.00742682,0.010588252,33.919
0.5124,1.68063,0.021108321,33.084
0.558,4.00232,0.025550052,32.873
0.4231,10.6081,0.041828454,31.063
0.4777,10.0011,0.038453909,30.897
0.5298,9.24044,0.038644435,30.729
0.6325,6.99388,0.026138191,24.196
0.3842,2.05884,0.017347293,24.39
0.2482,0.990837,0.015472992,30.605
0.2376,0.626997,0.007752112,33.047
0.21,0.311592,0.005543876,32.298
0.2682,0.588053,0.020771121,32.079
0.4642,1.06179,0.016849212,34.25
0.7348,6.40088,0.023022339,30.275
0.7921,6.61379,0.014250228,31.865
0.7009,3.32191,0.01353288,35.067
0.9221,4.15553,0.008198176,34.827
0.547,3.7911,0.016370087,38.112
0.5074,1.10205,0.010232142,32.891
0.2447,0.411645,0.014314962,39.608
0.3241,0.507869,0.01373794,42.208
0.2697,0.554715,0.020669008,43.467
0.5728,1.79014,0.016034852,43.113
0.6797,5.71688,0.024678496,40.212
0.6296,7.64445,0.031023102,36.022
1.0971,5.43815,0.01537182,27.068
1.215,2.75525,0.010518725,24.952
0.641,5.76085,0.024252445,35.411
0.4569,3.62592,0.022071432,34.915
0.3351,2.29322,0.024043317,26.673
0.5137,5.26759,0.022979399,40.746
1.0201,6.70507,0.014072861,28.506
0.681,7.09505,0.016099551,14.891
0.6276,4.4081,0.01113251,9.442
0.3294,1.56246,0.017404379,20.043
0.092,0.128617,0.113737243,20.572
0.117,0.0918416,0.096244031,19.726
0.1123,0.0504363,0.095275109,18.235
0.4408,3.39304,0.017462034,29.84
0.7856,7.05408,0.017006747,38.963
0.8197,7.12714,0.019126499,28.538
0.6933,6.19425,0.015806451,14.447
0.4227,3.26483,0.018361125,22.493
0.2183,0.59853,0.030338988,28.248
0.7966,6.52548,0.01617446,39.72
0.8658,6.81707,0.014357386,26.609
0.7407,6.1469,0.017851732,23.056
0.5401,4.19556,0.017386539,22.721
0.3663,1.50904,0.019214595,26.083
0.2786,0.0276514,0.017371783,23.918
0.078,0.281257,0.083422504,20.408
0.322,1.10178,0.022089245,22.676
0.6229,3.80774,0.013459821,39.979
0.9746,6.38143,0.01136355,36.184
0.7748,5.57311,0.012715174,19.963
0.4994,3.40297,0.016398336,20.173
0.3628,0.552818,0.011143855,21.516
0.3624,1.49278,0.013431841,27.374
0.4386,4.52304,0.022777676,40.871
0.7653,3.63864,0.013123001,37.266
0.7607,4.96965,0.01382074,23.704
0.6085,3.31364,0.01112878,13.957
0.1837,0.249832,0.043011831,24.351
0.303,0.277206,0.022485389,23.513
0.6136,2.66584,0.011546449,39.348
0.7446,3.43817,0.013737178,37.31
0.6637,3.79333,0.015060541,28.873
0.803,1.66726,0.008604302,13.679
0.3209,0.873513,0.024460165,20.463
0.1333,0.433,0.061617924,24.695
0.2415,0.862438,0.025826905,27.93
0.624,2.3617,0.007396146,38.405
0.767,4.39757,0.009347112,40.662
0.8752,5.19859,0.011505154,35.595
0.5307,3.64792,0.012478295,28.716
0.2821,1.38784,0.021115097,28.606
0.1798,0.308625,0.022727039,28.519
0.1497,0.0566125,0.020675932,23.339
0.1605,0.215104,0.02549933,21.393
0.0849,0.177262,0.065154192,21.478
0.3279,0.525099,0.013058405,22.045
0.3516,0.718075,0.015933184,30.584
0.4506,1.97848,0.01181907,39.905
1.0167,4.34587,0.009496649,38.405
0.7901,6.21433,0.013688981,25.209
0.9062,4.09785,0.009049982,15.067
0.6539,2.50102,0.007875872,10.643
0.3142,1.09596,0.016623672,20.929
0.2395,0.187286,0.01307125,22.593
0.1169,0.155882,0.038724279,18.007
0.1083,0.134698,0.059681191,15.566
0.1657,0.15628,0.03383916,15.619
0.1735,0.126463,0.035503708,16.992
0.382,1.17255,0.011343984,23.357
0.883,3.90726,0.010219928,39.904
0.7645,5.78808,0.014070853,31.932
0.7585,5.03488,0.011683507,20.59
0.2608,0.677665,0.02088164,33.244
0.2043,0.393008,0.016509875,31.42
0.1152,0.274823,0.039471937,29.967
0.1224,0.37654,0.047155618,29.122
0.0873,0.451949,0.080233673,28.388
0.184,0.575175,0.033362506,28.135
0.2233,0.697624,0.018123095,28.154
0.4068,1.21087,0.011327093,33.57
0.6638,3.7701,0.010318216,40.729
0.4417,0.000381291,0.040680853,57.435
0.9929,0.3982,0.011313093,50.763
1.0616,8.69563,0.026495565,47.202
0.5812,15.2256,0.055509501,48.186
0.3481,5.24688,0.048002521,54.534
0.3207,0.0657907,0.022036683,53.964
0.1473,0.130617,0.037551501,48.671
0.1523,0.117628,0.036092993,43.982
0.1549,0.139034,0.035394302,42.152
0.3685,0.532132,0.033693031,55.703
1.3067,2.68613,0.01437274,53.55
1.1719,11.6564,0.024579244,49.673
0.7607,14.0562,0.033562205,45.475
0.605,2.74179,0.019397747,53.828
0.4265,0.554189,0.02364922,51.69
0.1412,1.63665,0.031238152,48.421
0.1374,0.713461,0.028781561,40.193
0.1293,0.677495,0.03715352,35.164
0.2247,1.57551,0.035135087,43.965
0.382,4.18413,0.025301636,50.003
0.7368,14.3851,0.032003808,55.228
0.7077,9.84768,0.036972591,57.164
0.2484,0.582463,0.014216076,30.982
0.2406,0.987039,0.017246333,28.742
0.3987,3.31019,0.022793961,34.389
0.6598,5.96699,0.022998017,26.788
0.8078,2.39765,0.014693269,18.296
1.0725,0.52886,0.010130881,34.41
0.6743,1.15042,0.014211595,26.714
0.3849,1.60105,0.00947703,37.052
0.3094,0.914448,0.01114977,38.768
0.2355,1.08818,0.016167788,35.875
0.257,1.32087,0.025394369,34.661
0.4915,3.95495,0.027400919,30.666
0.5684,6.65578,0.031999033,30.127
1.0155,3.23542,0.014637842,27.412
0.8876,4.18935,0.020201301,30.339
1.2812,3.32083,0.012687272,22.772
1.2522,0.40758,0.011084236,24.67
1.474,0.124123,0.003913216,16.008
0.5312,0.489289,0.013753727,16.461
0.219,0.701692,0.029738362,20.858
0.2801,0.761309,0.01618404,34.947
0.1457,0.730183,0.021550857,23.559
0.261,0.91621,0.025902793,19.588
0.4817,2.22185,0.019190632,17.11
0.7271,2.38327,0.01195883,13.207
0.9716,2.29084,0.009260594,10.662
1.4268,1.91987,0.006528928,14.184
1.6225,2.42038,0.00561232,11.256
1.3787,0.995132,0.004285963,15.366
0.7034,0.485429,0.006213556,21.201
0.6408,0.670373,0.005369243,19.327
0.3381,0.207686,0.003267362,12.94
0.5634,1.11852,0.006450108,15.095
0.4785,0.988859,0.00633135,11.75
0.7003,2.68825,0.011871542,15.448
1.1249,5.36856,0.013422372,15.17
1.1106,4.61662,0.016081436,21.187
1.6635,0.899848,0.00775744,20.324
2.0223,0.602292,0.004139581,15.093
1.3816,1.51345,0.004877079,11.509
0.4947,4.22394,0.018752731,23.374
0.4973,7.9783,0.037374009,27.864
0.6099,5.58384,0.030024681,28.558
0.8394,0.934715,0.013097789,33.966
1.1142,4.39764,0.01424935,29.446
1.707,1.41187,0.006109484,13.673
1.0225,2.61921,0.013304536,22.975
0.7314,4.55647,0.020725927,28.055
0.5534,0.901932,0.005473188,21.631
0.1784,0.0702425,0.017431304,29.356
0.2659,0.19759,0.020987441,36.964
0.9431,3.13666,0.018358358,18.487
1.2212,10.3529,0.021065283,29.814
1.7106,7.7989,0.011381166,20.694
1.3001,0.489786,0.005084887,16.905
0.8346,0.370877,0.008553309,34.08
0.4847,1.26881,0.012929722,25.717
0.3206,0.600498,0.011297098,21.763
0.3608,0.981498,0.009274023,24.198
0.5168,1.81211,0.010900052,19.56
0.6174,3.51118,0.014743163,19.842
0.6663,6.49727,0.024189051,28.528
0.8298,5.12735,0.021099709,29.296
1.7744,0.0408369,0.005663198,22.3
1.2926,1.69253,0.011872366,25.772
0.8003,0.109646,0.007925595,23.15
0.4129,0.443836,0.020946831,29.78
0.4379,2.28463,0.017379085,28.119
0.2125,0.990224,0.01269776,21.061
0.1698,0.455171,0.016708087,17.886
0.1794,1.36192,0.027322325,31.095
0.818,9.06474,0.022352274,17.881
0.7673,5.75026,0.022123562,25.952
1.4191,0.798615,0.008014382,35.082
1.3896,2.25333,0.010045084,28.542
2.0261,0.504463,0.004518857,14.406
0.4933,0.0889644,0.008042076,12.396
0.2945,0.23595,0.005793056,11.335
0.2837,0.326225,0.006758757,9.629
0.3373,0.33071,0.011054421,12.916
0.5465,2.62109,0.014759811,17.44
1.0491,2.73222,0.009974263,12.848
1.0397,3.54368,0.014366018,23.803
2.248,1.91003,0.00685302,19.029
2.4957,0.419658,0.004739577,8.145
1.4418,0.234414,0.006441836,7.592
0.9509,0.400237,0.008100907,7.847
0.4314,1.15363,0.017574667,21.025
0.2133,2.01457,0.018906476,27.98
0.3909,1.901,0.01417543,21.204
0.6076,8.60238,0.026488102,25.268
0.7105,8.63528,0.025883528,19.748
1.0729,3.22063,0.011870877,17.922
0.2692,0.495106,0.005848568,7.375
0.781,1.45796,0.014109192,12.45
1.4636,2.96876,0.009482237,7.292
1.8842,1.85688,0.004209183,5.529
1.4924,1.5556,0.003711681,6.489
0.7432,2.53209,0.010575161,6.292
0.3624,0.94594,0.014526865,8.614
0.4675,0.365412,0.008341702,9.875
0.22,0.163995,0.007424739,7.977
0.1951,0.145326,0.008555016,7.623
0.1628,0.573525,0.030911655,10.277
0.4374,0.333201,0.014999895,10.867
0.7809,2.07756,0.011911641,10.569
0.7313,5.42401,0.02061486,7.488
1.3406,6.13733,0.01524406,7.414
1.3228,1.95195,0.008338761,6.46
1.9093,0.861182,0.003398308,6.673
0.972,0.335862,0.004868374,8.487
0.4974,0.156124,0.006883741,10.293
0.2711,0.219018,0.006331281,9.503
0.2486,0.253785,0.009024036,9.509
0.5388,0.654659,0.007690088,10.952
1.0446,1.63136,0.006652017,7.892
1.3159,0.694479,0.004530983,6.962
2.2489,0.420945,0.004110951,8.06
0.8801,0.421042,0.004192601,8.725
0.4474,0.0846604,0.007926654,10.236
0.1573,0.0988651,0.016893957,12.068
0.4163,0.277967,0.004989637,10.925
0.3028,0.362418,0.013610261,12.814
0.6247,1.46282,0.012405377,12.404
1.4179,4.191,0.014299472,16.559
1.7673,1.87109,0.008219353,15.859
1.3237,0.711846,0.009107547,18.602
0.7142,1.01133,0.008306202,19.543
0.4695,0.873605,0.010045869,20.571
0.2244,0.371957,0.010818996,15.753
0.2186,0.250649,0.010643046,14.677
0.1798,0.471728,0.028425046,19.668
0.4524,1.43285,0.021443528,22.944
0.7385,0.948003,0.014444646,21.262
0.66,0.73222,0.023062104,26.221
1.2198,4.22127,0.02216987,23.081
0.9911,6.42889,0.027499151,22.558
1.6722,4.5144,0.011825608,17.796
1.0937,1.98197,0.010911919,18.874
0.8959,2.072,0.008247238,18.209
0.5009,0.326079,0.008156031,23.745
0.2664,0.06643,0.01023163,24.44
0.2643,0.246687,0.008916364,22.858
0.4085,0.0150117,0.008095341,24.509
0.5684,0.14396,0.007221327,23.82
1.0379,3.14086,0.007575886,18.888
1.211,2.71736,0.006009073,17.34
2.3656,1.85281,0.003773987,17.563
2.6352,0.229615,0.002376665,15.102
2.2779,0.604227,0.002654209,16.831
1.4093,0.0206142,0.002250211,13.181
0.882,0.577663,0.004042849,20.86
0.4727,0.130631,0.006593673,21.038
0.1822,0.15184,0.01274585,25.659
0.4215,0.36247,0.006155572,22.515
0.3165,0.427927,0.016304478,26.664
0.5437,2.38871,0.020945892,22.737
1.6889,0.606206,0.004752828,19.96
1.296,0.930652,0.005636216,19.815
0.7727,1.33754,0.008338604,21.261
0.6282,0.570959,0.004740703,15.603
0.3678,0.17605,0.005149406,14.256
0.6032,7.07311,0.019043291,58.052
0.7261,9.37678,0.01986334,59.882
0.7235,11.4471,0.028959799,53.064
0.2578,8.31762,0.04197998,53.262
0.2652,6.3256,0.02763772,59.024
0.1011,2.23647,0.018787927,59.956
0.0292,0.505581,0.002454378,60.329
0.051,0.0534527,0.017938282,60.212
0.2853,1.85288,0.00740669,60.173
0.3181,3.75533,0.025091609,60.172
0.654,4.35848,0.015704643,60.172
0.6742,11.9048,0.012592301,60.172
0.5569,8.04079,0.018634819,60.172
0.3258,5.68932,0.025837901,60.172
0.1125,2.16183,0.018630641,60.172
0.0489,0.311708,0.013416368,60.172
0.0556,0.229737,0.015084796,60.172
0.1346,0.90009,0.01718018,39.799
0.5157,3.35129,0.010699509,36.042
0.4639,6.29804,0.027037942,36.04
0.4472,10.4952,0.036228849,36.041
0.4073,9.11746,0.03133515,36.046
0.213,5.39243,0.024894052,36.042
0.063,0.700565,0.001109688,36.042
0.0353,0.0903985,0.003074063,36.046
0.1209,0.594162,0.010658072,36.001
0.4586,3.28238,0.011783452,36.255
0.6346,7.9176,0.020310809,38.487
0.4281,12.2512,0.037905947,33.606
0.4387,10.9093,0.048702268,32.918
0.3317,9.29441,0.058265365,33.229
0.2277,6.4834,0.042849256,32.535
0.083,2.45702,0.022346256,53.235
0.0357,0.720748,0.001486462,49.88
0.1342,0.450938,0.013216227,26.731
0.3294,4.45513,0.016934588,56.213
0.9002,3.41667,0.005717364,7.468
0.2119,5.40512,0.025832042,13.781
0.1457,2.57228,0.01554761,14.439
0.0374,0.52362,0.001282358,16.186
0.1553,0.0592455,0.001749142,19.911
0.424,2.68782,0.009132683,37.279
0.509,6.50606,0.025129383,23.533
0.6443,11.1971,0.027877019,14.843
0.5893,10.2346,0.033452082,16.22
0.4319,10.2504,0.040114256,16.72
0.1687,5.38787,0.046487051,17.653
0.0788,1.93604,0.026159085,17.645
0.0436,0.789427,0.000332924,21.927
0.0306,0.128513,0.003820808,21.593
0.0289,0.0551425,0.013104607,22.649
0.07,0.310497,0.024112179,21.958
0.2678,3.24491,0.020456889,30.895
0.5654,6.7326,0.030799745,24.064
0.3752,9.58797,0.041682174,24.092
0.5535,11.2723,0.030626544,23.251
0.2783,5.28125,0.017874329,19.045
0.1888,4.97192,0.04781839,20.647
0.0543,2.37972,0.049984009,34.573
0.0277,0.687339,0.010670029,34.194
0.0611,0.412332,0.008905117,23.813
0.2713,1.43056,0.01183919,23.874
0.5281,3.21239,0.013086501,28.769
0.898,10.4595,0.022221008,28.916
0.6258,8.42836,0.022425239,28.951
0.3438,5.44177,0.028920182,28.947
0.1882,2.00512,0.020579196,28.974
0.0728,0.511336,0.012168071,28.947
0.0277,0.0612793,0.012063897,28.909
0.3287,9.05869,0.051116579,10.469
0.43,6.7683,0.034117677,11.029
0.2842,5.69389,0.037945319,11.181
0.1,3.3735,0.074219297,12.427
0.0458,1.66014,0.108749951,15.61
0.0366,0.822043,0.114899057,15.903
0.0253,0.920094,0.167063212,16.363
0.0749,1.93993,0.103798345,16.067
0.0555,2.80989,0.164830435,14.046
0.2399,5.30623,0.048217928,14.155
0.4517,6.96939,0.036269273,15.121
0.4279,8.83605,0.043843689,14.15
0.1543,8.04767,0.113760173,14.005
0.3487,8.96034,0.052559286,13.649
0.031,1.46235,0.277355055,14.512
0.0498,0.837376,0.076910503,14.901
0.0495,0.996227,0.00497386,14.898
0.0977,1.67629,0.006460551,14.894
0.1035,2.22909,0.006236506,14.901
0.2184,4.32766,0.009410613,14.898
0.5021,8.1459,0.035734569,14.895
0.4579,8.23225,0.038362449,10.166
0.0996,0.855721,0.050616552,5.904
0.2762,3.6832,0.024229216,5.909
0.3875,4.32738,0.021359188,5.904
0.423,6.6085,0.02781631,5.763
0.5748,7.55065,0.027229507,5.764
0.5465,7.95761,0.029347321,5.57
0.4766,8.0023,0.028047115,8.87
0.4104,6.077,0.024166838,6.985
0.2051,3.19526,0.041991771,8.918
0.1156,1.87885,0.031860147,13.317
0.0748,0.43927,0.051615016,13.316
0.096,0.986377,0.055479959,14.208
0.1897,1.63162,0.013851734,13.549
0.3388,3.28197,0.016506277,11.576
0.5608,4.59643,0.015377515,11.799
0.4897,6.79538,0.030578555,13.809
0.742,9.32755,0.020200951,8.596
0.7626,8.07057,0.01992391,5.713
0.8484,5.94707,0.010154779,3.116
0.5372,5.15054,0.01590283,5.985
0.2039,3.10877,0.031576426,9.96
0.1577,1.80894,0.033793216,11.555
0.1266,0.896077,0.040679584,12.795
0.1578,1.22682,0.043277877,12.646
0.2642,2.97493,0.023386974,11.809
0.486,4.9616,0.020388764,10.472
0.523,9.29311,0.035161325,8.853
0.5096,9.52038,0.035534454,6.399
0.653,7.89505,0.028884201,5.042
0.4966,6.68413,0.030170647,5.069
0.2871,3.9889,0.025928546,5.223
0.1126,1.83759,0.045757607,5.919
0.0817,0.99306,0.042338469,6.313
0.1198,1.18134,0.048412295,6.563
0.102,1.69228,0.053153597,6.714
0.199,3.10596,0.030423578,6.045
0.3733,6.43909,0.030869459,6.297
0.4552,7.671,0.032850415,6.986
0.684,8.65993,0.023120874,5.267
0.3872,8.69744,0.04492783,6.183
0.3702,8.08994,0.042016965,6.827
0.3946,6.57237,0.027014444,5.512
0.2561,3.94566,0.026636587,5.133
0.0926,1.87699,0.049171415,5.838
0.057,0.919373,0.06540421,6.964
0.079,0.526809,0.035265448,7
0.0723,0.923137,0.07433313,7.197
0.152,1.32334,0.046192686,7.463
0.2739,3.942,0.037436508,7.022
0.6101,5.66877,0.026264414,6.28
0.6942,7.26816,0.020154412,6.525
1.064,8.00342,0.013961015,5.42
0.2263,7.29495,0.077533694,7.751
0.4801,6.37013,0.0221938,5.843
0.1871,3.90306,0.046067057,6.716
0.1195,2.09239,0.071998415,8.579
0.0874,1.10179,0.080499008,8.724
0.1221,1.21574,0.078128305,9.63
0.096,1.96349,0.067010616,8.758
0.2637,3.58679,0.034328598,9.566
0.6902,4.82953,0.010927269,5.81
0.4235,6.13004,0.035241497,6.759
0.3946,7.36402,0.041773222,6.427
0.3717,8.76738,0.052720354,9.051
0.4321,8.6584,0.035381235,7.423
0.2034,5.47102,0.055502078,8.744
0.1509,3.04163,0.032537144,8.107
0.0916,1.69627,0.065236763,8.791
0.0635,0.723009,0.086342327,10.393
0.1009,0.766085,0.071577534,11.509
0.1535,2.70483,0.060575306,11.913
0.3263,4.76649,0.025610225,9.371
0.7154,5.75059,0.017479401,6.212
0.5128,9.21028,0.033331906,6.593
0.3477,7.8963,0.042681299,6.212
0.2805,6.10373,0.040964672,6.18
0.1222,4.13735,0.06507363,8.182
0.059,1.60021,0.101677794,9.55
0.0324,1.08015,0.069007186,9.442
0.0603,0.618143,0.053657339,9.42
0.0502,0.835913,0.073330879,10.238
0.1519,2.9172,0.047502552,9.692
0.4695,6.02895,0.021145816,7.002
0.487,7.43629,0.02914973,6.522
0.4274,8.03581,0.038753149,5.665
0.4906,9.46181,0.043207435,7.407
0.6315,8.1095,0.025535297,3.979
0.2846,5.08414,0.036978079,3.512
0.1441,3.12529,0.053247816,4.027
0.0257,0.693401,0.078114421,6.164
0.049,0.879211,0.082080524,7.114
0.1992,2.8644,0.033764084,7.538
0.429,5.73831,0.022305689,5.888
0.2855,6.62197,0.040224535,6.896
0.5837,8.25291,0.025265869,5.399
0.7813,9.02662,0.020996764,5.547
0.2669,7.90061,0.063467634,9.473
0.1794,6.26406,0.061792787,9.115
0.1445,3.5675,0.052926923,10.273
0.0494,1.43513,0.124577826,11.033
0.0213,0.402839,0.103215552,10.301
0.031,0.903669,0.143241291,12.028
0.0875,1.7972,0.051432793,10.451
0.2131,3.55217,0.023220617,8.698
0.6262,5.90929,0.01545442,5.917
0.5868,6.97957,0.021097569,3.582
0.3246,8.04591,0.052516082,7.868
0.2689,7.76194,0.060870756,9.202
0.2778,5.90634,0.041304456,8.818
0.1857,3.47758,0.039727842,8.844
0.0718,2.12765,0.034472728,6.885
0.0631,0.685283,0.120230448,10.793
0.0638,0.777484,0.090292472,10.665
0.0677,0.902064,0.042399514,9.188
0.1939,2.94281,0.025384597,8.086
0.2105,4.01746,0.044762921,7.156
0.4513,6.20508,0.030263611,7.995
0.3229,7.87128,0.049769407,7.96
0.4184,9.23592,0.044397416,8.228
0.5148,8.53925,0.030851266,6.129
0.2572,6.18493,0.043769668,5.203
0.1279,3.21858,0.064964995,7.03
0.0523,1.6473,0.088023244,7.455
0.0315,0.232167,0.168029663,9.072
0.058,1.22306,0.074222703,9.737
0.1884,1.55527,0.01988369,8.806
0.2892,3.80898,0.026338617,6.904
0.287,5.53406,0.036350722,7.329
0.4105,7.22173,0.032717782,5.442
0.2262,6.04848,0.057009891,7.43
0.1417,3.71711,0.052595114,7.286
0.2954,4.09437,0.021981726,8.385
0.2961,4.64998,0.03479329,6.804
0.3428,6.09427,0.042828408,8.103
0.404,8.64082,0.043067772,6.386
0.4581,8.29238,0.041280304,8.734
0.2619,8.12933,0.066378908,8.581
0.2146,5.96517,0.04753291,7.478
0.0972,3.61596,0.07888357,7.37
0.0607,2.0665,0.063375102,8.918
0.283,0.96583,0.016408638,88.983
0.1823,0.275182,0.01825471,90.528
0.1964,0.562562,0.025203888,90.814
0.1116,0.584563,0.034815324,90.834
0.2632,1.10243,0.025666636,90.981
0.4422,4.86504,0.012945507,91.065
0.372,9.6162,0.003294138,90.858
0.375,10.0589,0.043214398,86.642
0.4666,8.82336,0.049435867,86.619
0.5743,7.421,0.018931488,86.244
0.4304,5.4449,0.016498923,85.989
0.2925,2.41601,0.021223315,85.732
0.2343,0.615679,0.019641344,88.982
0.1181,0.268198,0.023478379,90.518
0.1329,0.340844,0.0297974,74.357
0.1681,0.588091,0.023218596,70.757
0.1966,1.37818,0.039017204,74.555
0.3061,3.40066,0.037291288,72.937
0.6148,9.04336,0.037699645,64.981
0.503,9.25856,0.041034954,60.042
0.4882,5.63351,0.037015466,73.319
0.1634,0.680421,0.026611563,97.082
0.0799,0.339886,0.019587425,95.759
0.0657,4.03418,0.01275703,87.986
0.0626,4.61281,0.015744241,88.637
0.3184,7.60377,0.003452401,88.313
0.4316,11.0843,0.002563701,88.131
0.7798,8.18424,0.001435015,85.491
0.5044,4.9938,0.002282539,89.512
0.3305,2.01443,0.003551493,92.256
0.197,0.37376,0.00611853,92.304
0.0788,0.1893,0.015673684,92.243
0.0439,0.0827243,0.023817946,94.384
0.06,0.202867,0.016751204,96.242
0.1585,0.552014,0.005948732,96.905
0.2845,2.82367,0.003124481,93.909
0.3117,6.24193,0.00284952,93.18
0.4218,10.2373,0.002053972,83.713
0.6816,9.68499,0.001307682,81.223
0.4898,6.8539,0.001894361,92.045
0.3865,4.09004,0.002409987,95.47
0.1316,0.638854,0.012008642,96.043
0.0694,0.0831525,0.022400743,93.916
0.0592,0.186775,0.051024495,94.231
0.1416,0.835794,0.038783976,60.689
0.5741,4.47466,0.027290628,57.897
0.5829,7.81016,0.040163277,58.368
0.5005,8.50975,0.040216043,58.561
0.443,6.72156,0.048411964,58.592
0.3949,6.09127,0.028107179,62.832
0.4931,5.9523,0.041735404,42
0.5781,6.54682,0.041975594,42.1
0.7292,5.99896,0.03368503,39.4
0.7109,6.66985,0.030962088,37.6
0.5769,7.27043,0.037637388,41.1
0.7606,6.13348,0.026653354,37.6
0.5862,6.81068,0.036330809,38.3
0.6644,7.11146,0.03348895,39.9
0.4412,5.63523,0.051618422,43.7
0.4505,5.64444,0.044196109,43.3
0.6076,5.72641,0.035487074,38.9
0.7324,6.40806,0.032077287,40
0.766,6.8836,0.029629649,40.2
0.752,6.97161,0.030293399,39.3
0.5245,7.05538,0.036472105,41.8
0.7309,5.97129,0.029624196,36.8
1.0764,5.49391,0.018995533,32
0.8807,5.86995,0.025459731,35.3
0.7083,6.40935,0.03276116,40
0.7836,7.71543,0.031166482,40.6
0.6968,7.06026,0.031369982,40.3
0.8631,7.05707,0.026986828,39.9
0.8315,6.78629,0.029327298,39.7
0.5266,6.70056,0.041578075,41.7
0.4326,6.03132,0.048683518,44.7
0.4358,7.52836,0.047624225,44.7
0.5314,6.61697,0.037787978,43.5
0.5853,7.03092,0.039563149,42
0.7811,7.24475,0.03073997,39.4
0.5434,8.06609,0.044095327,42.5
0.7361,7.39234,0.031341426,39.7
0.6048,7.18461,0.036348071,41.4
0.6518,7.15354,0.032195485,41.3
0.4504,7.34948,0.046986242,43.8
0.534,5.76085,0.037969617,43.4
0.4919,6.52566,0.041842432,44.4
0.6679,7.53188,0.031115059,41.2
0.5859,6.84481,0.039196149,44
0.6137,8.67743,0.03876803,43.3
0.5969,8.04037,0.036713695,43.8
0.59,7.69189,0.033412719,42.6
0.6206,7.68165,0.034761402,42.1
0.6764,7.33059,0.032723175,42.5
0.5389,6.9682,0.038928337,42.6
0.4337,6.54594,0.043635035,44.8
0.4324,6.22507,0.042773728,45.2
0.5335,6.37834,0.044585589,43.7
0.6991,7.00824,0.034526341,41.8
0.4857,6.80099,0.04756634,44.3
0.5277,6.55254,0.044411233,45.5
0.6182,7.08973,0.038798299,43.4
0.496,7.46596,0.042405648,44.5
0.5181,7.3019,0.045163186,45.4
0.6211,6.68618,0.038292842,44
0.6824,7.03678,0.03380733,44.8
0.5409,7.0142,0.040341635,45.8
0.4743,7.09678,0.042495658,45.8
0.5153,6.97197,0.038063902,45.6
0.6283,5.32747,0.031909366,42.7
0.7407,6.52404,0.026462678,39
0.5005,6.87455,0.040571845,44.3
0.6932,6.24591,0.029838273,43.8
0.7026,7.44326,0.030313388,40.7
0.7518,6.62129,0.02626077,38.9
0.832,6.73883,0.023640935,38.7
