VPD_kPa,GPP,Gs_mol,SWC
0.6392,11.9766,0.04031128,41.686
0.5794,10.1441,0.045177017,48.307
0.6241,9.32517,0.047743078,48.632
0.467,9.7279,0.056206723,47.164
0.2746,9.27153,0.0652878,49.445
0.19,5.69971,0.052025615,46.62
0.0788,3.77826,0.068939562,54.199
0.3514,9.32473,0.050306127,43.943
0.1612,5.7798,0.049783344,44.768
0.0735,3.63566,0.055100828,52.754
0.0548,1.81719,0.042028406,55.208
0.0348,1.01108,0.04480431,56.945
0.1144,3.07054,0.031843997,58.004
0.2458,6.76476,0.035171315,56.709
0.4503,12.5763,0.035993822,56.986
0.3088,8.25267,0.049390211,55.962
0.6409,15.5283,0.036019002,50.298
0.7744,11.0581,0.033745686,49.381
0.4257,11.2552,0.046553134,52.255
0.3003,11.4027,0.054448699,50.478
0.0986,5.23284,0.074365614,54.363
0.0849,3.47736,0.05027141,55.653
0.0285,0.84172,0.037358324,57.537
0.061,1.48967,0.054178339,58.06
0.1148,4.10009,0.027211948,57.23
0.2516,7.00037,0.031110622,55.979
0.5812,11.9241,0.026461362,45.153
0.5691,7.73245,0.035416974,38.424
0.4799,11.2345,0.04223101,42.98
0.4453,10.3242,0.050858992,50.024
0.5665,8.57958,0.03881527,49.109
0.3841,8.78466,0.036936921,51.512
0.2046,5.77177,0.031020607,51.403
0.1692,3.77456,0.009979462,49.262
0.0502,1.92191,0.064260167,54.867
0.035,1.78282,0.11925247,58.104
0.2339,0.726225,0.024925094,55.263
0.2965,3.30749,0.027437794,52.508
0.4936,5.81688,0.026524631,46.435
0.5038,10.5306,0.030343283,47.555
0.5029,12.0844,0.030259907,51.817
0.606,10.207,0.036270786,52.106
0.3545,6.58687,0.044465573,55.585
0.2328,3.79856,0.033988902,57.062
0.1074,3.50167,0.03732256,57.739
0.0653,1.68929,0.052027991,59.179
0.1698,0.138042,0.011675272,23.378
0.1823,0.209715,0.009126567,22.615
0.4312,0.803055,0.007741151,22.726
0.534,1.50899,0.007690646,21.281
0.991,6.39031,0.009109895,17.654
0.9645,10.3609,0.016099448,13.012
1.1405,11.7951,0.014203404,3.901
0.9409,8.49487,0.014718442,4.583
0.6609,5.48179,0.015260552,6.015
0.3154,2.95171,0.011452368,10.732
0.1787,0.220342,0.004243877,15.31
0.1612,0.287785,0.004474004,14.07
0.1395,0.133585,0.007271183,13.49
0.3412,0.675451,0.009309528,22.416
0.7281,5.25032,0.011234397,15.272
0.5064,9.95223,0.022972137,16.53
0.5348,11.3013,0.029511009,12.735
0.5626,10.5101,0.029237749,11.454
0.3835,6.18802,0.023141711,13.071
0.3194,3.0108,0.016220135,18.665
0.2359,0.201411,0.007672293,19.999
0.1101,0.147913,0.006421436,19.202
0.0904,0.00772851,0.008927446,8.747
0.156,0.0862201,0.008512052,10.005
0.3626,0.625329,0.008015353,22.697
0.4974,2.44039,0.01224159,20.958
0.6696,11.4834,0.019020323,8.634
0.5516,13.3145,0.027277211,13.38
0.4734,11.238,0.026838518,13.196
0.4267,7.76006,0.022825226,14.194
0.2945,2.72202,0.014256703,19.659
0.2258,0.304958,0.007494712,19.639
0.352,1.41905,0.017166736,18.803
0.0409,0.0903616,0.007024905,7.999
0.0604,0.891506,0.007074816,7.974
0.0457,0.402609,0.008938214,7.55
0.1385,0.4579,0.008894162,8.019
0.4078,0.771081,0.008710215,20.066
0.7634,1.70549,0.009354852,23.4
0.7314,3.33307,0.016201923,21.181
0.7864,3.888,0.017287239,18.647
0.9207,3.39026,0.01402067,15.152
0.3976,1.24437,0.0133986,16.352
0.3038,0.893464,0.009042437,17.194
0.0634,0.149245,0.007939579,7.578
0.1672,0.289758,0.00813664,7.963
0.3623,0.720129,0.012366847,24.218
0.4655,1.1888,0.011382729,26.168
0.6293,2.05026,0.015390501,26.547
0.6328,3.33934,0.020112252,22.506
0.4596,3.7685,0.024967305,20.651
0.315,2.14579,0.021486086,22.62
0.2462,1.04239,0.011527009,20.938
0.1449,0.00340795,0.007315576,17.401
0.1632,0.291206,0.010241827,8
0.4037,1.02015,0.012275395,20.546
0.5905,1.54735,0.015526131,27.41
0.545,3.49979,0.025306209,20.942
0.6438,4.67028,0.029975323,16.843
0.4757,3.53484,0.027314544,13.141
0.3474,1.8361,0.029002132,21.706
0.2183,0.648616,0.015827415,22.105
0.0372,0.609631,0.019529631,8.602
0.6336,4.04343,0.021939551,10.014
0.3481,0.97599,0.018741953,14.574
0.2997,2.04823,0.02812277,11.685
0.1229,0.224144,0.018570449,9.064
0.0321,0.226984,0.010767416,9.136
0.0559,0.419124,0.005783207,9.842
0.0447,0.289788,0.009646909,9.154
0.1316,1.17425,0.008492095,9.755
0.3776,2.31412,0.009543639,15.671
0.7256,4.01421,0.010792741,12.648
0.6557,8.06047,0.023855413,11.39
0.7556,8.94531,0.02341634,9.17
0.7735,7.28908,0.019954642,8.871
0.35,3.85321,0.017392581,8.86
0.2772,2.15917,0.00925314,8.411
0.0423,1.29004,0.011051019,9.4
0.0234,1.04458,0.021167328,9.336
0.0565,0.497958,0.010780722,8.959
0.1562,0.695521,0.009540675,9.178
0.3447,1.1541,0.010320736,21.076
0.4478,2.50046,0.013643232,17.372
0.6076,5.94621,0.024849812,18.176
0.5851,9.94712,0.030681737,10.353
0.3817,8.67773,0.040401642,9.502
0.269,3.64326,0.031829408,15.544
0.2045,1.35126,0.012367019,13.083
0.1154,0.0509177,0.007496996,10.95
0.0235,1.60033,0.020699746,8.959
0.0848,0.568896,0.005991534,8.704
0.1549,1.25998,0.009466413,8.747
0.3759,2.45431,0.009123276,18.653
0.5575,4.41171,0.016803706,17.874
0.4953,9.563,0.035032553,18.026
0.5093,11.308,0.048655989,14.463
0.3794,7.83658,0.048786615,12.052
0.2787,6.88355,0.0397921,17.709
0.1713,3.82749,0.015973631,18.784
0.6696,6.2333,0.026011217,25.55
0.2817,2.8751,0.030817592,23.106
0.1916,1.18164,0.021594713,21.501
0.0156,0.468037,0.048169255,10.143
0.0336,0.441919,0.042335326,9.404
0.13,0.499256,0.018846846,9.21
0.2889,1.1184,0.015265069,17.912
0.3965,3.07214,0.019446578,22.325
0.5624,5.39739,0.02470261,38.455
0.5713,5.86295,0.028474345,33.788
0.3223,4.89561,0.048725549,33.923
0.2016,1.79875,0.043959639,35.266
0.1407,0.718644,0.030340449,33.464
0.0857,0.984615,0.011756422,31.876
0.0155,1.41587,0.066646799,9.715
0.0638,0.496984,0.016216105,9.362
0.1221,1.35473,0.015421559,9.228
0.3116,2.56977,0.015918365,15.173
0.4728,3.90888,0.02293997,28.476
0.4835,5.91466,0.033187328,38.053
0.5035,7.6524,0.041804269,33.768
0.3791,6.33086,0.043708361,31.006
0.224,3.72654,0.051859869,34.597
0.1379,1.16893,0.02395487,35.296
0.014,0.314684,0.086420997,14.705
0.0165,1.96554,0.055066451,9.8
0.0246,0.634005,0.060226089,9.383
0.1324,1.94089,0.019420899,9.086
0.4751,4.61283,0.012520625,13.842
0.4035,6.17435,0.028202832,32.077
0.6602,7.02951,0.026250841,35.555
0.6531,8.36238,0.033241866,31.165
0.4886,7.08994,0.035035148,29.757
0.2948,4.85595,0.037046675,27.748
0.4623,3.02613,0.019499113,16.956
0.5363,2.34214,0.015556149,17.73
0.4111,2.80348,0.016069613,18.886
0.1558,1.12057,0.022617484,21.025
0.0719,0.109023,0.040705624,19.829
0.0253,0.100226,0.040072749,10.111
0.1915,0.111104,0.020585948,17.337
0.3182,1.82421,0.020265625,21.699
0.4644,3.70905,0.022121747,17.602
0.6805,4.79792,0.014750481,17.631
0.4233,5.08221,0.02062637,13.742
0.3826,3.3905,0.01765227,16.841
0.1788,1.51177,0.018873227,18.355
0.0572,0.125285,0.03108538,17.291
0.2562,0.460465,0.007854389,13.28
0.5571,2.93627,0.01185664,17.046
0.8178,4.23446,0.013172058,15.36
0.9892,4.81938,0.012249027,11.184
0.6051,4.67129,0.015894295,10.917
0.3783,3.61644,0.018467807,16.347
0.1556,1.62968,0.017685146,18.168
0.0521,0.131956,0.034080318,18.081
0.1185,0.0244896,0.013140212,6.567
0.348,0.937676,0.008613051,19.382
0.5989,3.09231,0.013269148,16.993
0.8066,4.97999,0.013915642,13.86
0.736,5.53115,0.017616281,14.669
0.4827,4.88258,0.019755591,16.919
0.3487,3.04913,0.01692448,17.926
0.1635,1.17387,0.017162674,19.077
0.3537,0.595566,0.007844158,14.479
0.6738,2.49423,0.009823408,17.321
0.8512,3.61305,0.012255895,13.978
0.6986,4.58342,0.016809266,13.362
0.4586,4.14283,0.019942957,13.446
0.3423,3.22467,0.01946753,16.238
0.1873,1.4168,0.016760739,17.531
0.0722,0.181209,0.025992196,17.62
0.0301,0.0435933,0.019623256,16.914
0.3024,0.664024,0.008699106,14.875
0.4391,2.53897,0.013631115,19.014
0.4853,4.08918,0.020774113,18.422
0.5022,5.14503,0.021704386,18.854
0.5122,4.7847,0.01810656,17.319
0.418,2.98544,0.013191397,16.364
0.1498,1.37958,0.01831072,19.845
0.0702,0.27385,0.017991943,19.538
0.2447,0.361839,0.009254495,20.783
0.3452,1.987,0.019284836,21.068
0.8005,3.61012,0.013060212,14.163
0.5165,5.4367,0.022303559,10.742
0.4881,4.6879,0.021140308,15.792
0.3822,2.5553,0.016690029,15.388
0.1276,0.747505,0.024142396,17.647
0.145,0.189936,0.012258306,18.746
0.2312,0.000580188,0.007195496,12.289
0.3744,0.918345,0.008340992,20.839
0.6818,2.46696,0.009271394,16.86
0.7847,4.10595,0.010153062,7.771
0.6777,4.84975,0.01547054,14.42
0.5951,4.79976,0.017622942,17.583
0.033,0.143927,0.020362737,18.774
0.238,4.25211,0.004916317,24.17
0.2395,0.0615709,0.001187373,25.765
0.8932,9.22426,0.003875441,24.899
0.2585,0.120069,0.000717577,21.741
0.59,9.26951,0.004324472,25.688
0.5035,3.39423,0.004015518,20.419
0.2858,0.070973,0.000801286,20.208
0.0936,0.0318744,0.000593388,21.308
0.2018,0.0461806,0.001310288,19.43
0.5018,2.17101,0.003118454,29.927
0.3705,0.102698,0.000651702,17.196
0.0573,0.124661,0.000745255,17.318
0.4307,0.126766,0.001484509,26.672
0.689,4.04995,0.00396291,27.56
1.0081,9.18443,0.004571355,10.994
0.5965,4.20297,0.002790647,9.883
0.2871,0.0768624,0.000875016,11.271
0.759,0.280753,0.001605527,24.935
0.9741,8.74353,0.004358822,11.248
0.658,7.5129,0.003668369,13.22
0.4001,5.26141,0.004059894,14.303
0.3808,0.0459369,0.00140425,25.55
0.769,3.09528,0.002808659,25.211
0.8797,8.46832,0.003437742,11.018
1.0892,6.37334,0.002539171,11.124
0.4097,0.149938,0.000872164,12.241
0.1467,0.00279057,0.000998585,13.69
0.677,5.64173,0.005355931,26.194
0.6204,10.5664,0.005027941,24.359
0.3643,3.23313,0.003418324,28.193
0.4235,0.171194,0.001471436,31.503
0.6114,1.93222,0.003032173,32.63
0.4541,3.4229,0.003741155,30.402
0.2726,0.0573937,0.001041773,34.375
0.64,0.195144,0.001234882,35.309
0.7177,9.69117,0.006173142,19.992
0.5204,3.73372,0.004166619,19.428
0.229,0.199321,0.001485393,27.62
0.4394,0.00186905,0.001737807,19.227
0.6411,2.68263,0.00355872,27.442
1.0028,10.8551,0.005810965,23.672
0.4915,7.86489,0.006562712,22.283
0.374,2.56973,0.003786538,26.294
0.3092,0.0670671,0.001832942,20.467
0.7398,0.979376,0.002611721,27.671
0.618,11.254,0.005990019,22.353
0.7263,8.72876,0.006084024,18.976
0.4636,4.56111,0.004336954,14.235
0.4026,0.246683,0.001390475,20.881
0.078,0.0765646,0.000646914,23.288
0.6592,6.54577,0.003990207,14.647
0.0901,0.575962,0.002133936,25.848
0.202,0.024865,0.000388667,27.108
0.5561,3.31748,0.00425292,32.736
0.6356,12.4386,0.006164572,26.984
0.5316,9.4102,0.006305584,22.109
0.1039,0.593054,0.014347168,50.501
0.3406,2.34552,0.010954759,53.89
0.5032,5.48735,0.020288901,22.318
0.0621,0.221997,0.036955747,48.045
0.1851,0.0810417,0.012198453,39.566
0.3705,4.32274,0.021967944,26.487
0.2185,1.57603,0.018163096,42.901
0.1049,0.190188,0.016074492,46.713
0.6241,7.84449,0.027005579,28.267
0.0926,0.310062,0.020678885,47.016
0.5689,9.58534,0.02978253,36.85
0.3385,0.934308,0.009566158,47.823
0.4278,8.11362,0.032094291,40.085
0.3773,5.57929,0.02654444,36.756
0.1639,0.514139,0.010467111,51.626
0.4967,1.95523,0.00955109,53.339
0.6552,5.90033,0.019191098,24.088
0.2638,3.77393,0.027663193,32.298
0.1445,0.246506,0.00944076,45.649
0.4358,4.10495,0.016588717,23.137
0.3587,1.64943,0.008143651,33.707
0.3645,0.536851,0.006008388,47.734
0.8125,4.05139,0.009213641,42.747
0.5667,3.73632,0.012187498,26.465
0.091,0.00307725,0.010845669,40.586
0.7049,6.52298,0.01649496,44.206
0.5357,3.81809,0.013589832,44.943
0.381,1.41413,0.00739789,44.776
0.1407,0.331606,0.008208013,52.164
0.8245,7.34369,0.024319308,43.041
0.9782,7.94957,0.026546971,42.235
0.7877,8.3231,0.030096872,40.278
0.8664,10.0145,0.02845353,37.035
0.9105,9.1399,0.02495642,37.045
0.9348,9.06473,0.023502377,33.988
0.6275,9.22359,0.029999269,41.977
0.828,9.226,0.023606621,43.049
0.8872,8.93576,0.021893554,42.637
0.9347,7.80851,0.020499015,42.353
0.8699,7.06348,0.020076098,41.663
1.1344,7.8312,0.01921127,36.69
1.4905,6.86054,0.016442687,29.469
1.3009,8.31276,0.018309055,29.72
1.4527,7.70468,0.015261347,25.319
1.4129,7.45724,0.01422505,24.364
1.4519,7.03382,0.012657873,22.189
0.9253,7.53778,0.01978406,30.493
0.7006,8.49606,0.027591929,35.015
0.9023,8.07238,0.024171318,35.142
0.9904,7.62753,0.021772352,29.023
1.0469,7.16272,0.02229696,23.493
1.2479,8.72233,0.018177841,21.408
0.879,8.5929,0.024659891,22.245
0.4996,8.87536,0.036929996,29.132
0.4308,9.94211,0.045818489,33.39
0.4701,9.55428,0.042190204,35.748
0.5913,8.1185,0.031446721,38.376
0.7198,8.28166,0.026842251,37.906
0.9373,7.58249,0.025046298,32.622
0.8976,7.11687,0.025760974,33.921
1.0023,8.89704,0.026090747,35.402
0.9934,9.40537,0.024726803,32.772
0.8127,8.46545,0.027598689,36.717
0.777,9.55324,0.03055487,40.038
0.7755,9.33592,0.026421457,43.861
0.3592,0.746408,0.037460314,32.773
0.4176,2.0054,0.030773215,29.404
0.3902,11.8013,0.049219606,28.001
0.4075,14.4461,0.046374479,27.554
0.4042,10.5485,0.036894622,27.259
0.3693,7.51288,0.0310102,26.63
0.076,0.328848,0.021027808,28.15
0.0468,0.209284,0.005982152,28.576
0.1154,0.599017,0.007177977,29.177
0.095,0.86531,0.009507461,29.476
0.1787,2.05002,0.024759513,26.513
0.2572,9.25904,0.033238934,24.598
0.3929,16.0465,0.044279888,23.454
0.6475,15.6959,0.037118761,15.64
0.4457,5.92058,0.03201752,20.784
0.4344,1.31743,0.020599207,20.032
0.4041,1.06786,0.019437746,17.926
0.2595,1.14381,0.02096488,21.006
0.3578,0.882772,0.029086924,32.491
0.5463,9.4814,0.035016698,31.642
0.9081,10.4351,0.025810315,24.232
0.2436,2.30892,0.049891068,33.595
0.4596,1.04416,0.021033212,30.227
0.231,0.781961,0.021792638,30.953
0.1404,1.22663,0.009500991,35.686
0.0988,1.03356,0.007022864,38.237
0.1223,1.4461,0.010412368,39.044
0.1143,2.63427,0.011511403,39.202
0.5469,13.5817,0.024585091,31.263
0.3152,14.6135,0.034952412,31.732
0.2421,13.9071,0.059677876,31.685
0.457,2.36493,0.021437304,33.337
0.3731,0.839274,0.021698197,34.833
0.2829,1.49737,0.02036641,33.496
0.1653,0.359121,0.025957116,35.817
0.083,0.223775,0.014001862,37.864
0.1608,0.0586195,0.003258652,38.947
0.2119,0.244518,0.017908071,39.436
0.3533,0.366769,0.022424762,36.786
0.7475,0.883406,0.015196698,31.148
0.4615,9.84388,0.035261184,33.167
0.488,15.8732,0.034241098,32.616
0.4453,12.422,0.034441121,32.674
0.3213,9.43338,0.027889929,27.107
0.1738,5.55146,0.018815506,37.139
0.0996,0.581702,0.009764196,38.56
0.0978,0.236547,0.0118897,38.456
0.229,0.589373,0.020742895,37.272
0.3768,7.36112,0.021895788,34.287
0.3966,15.4037,0.029034148,32.352
0.523,17.3085,0.030595738,27.832
0.6403,8.11542,0.023226483,24.021
0.4621,1.22093,0.012643291,20.99
0.2104,3.54881,0.012627766,27.775
0.1344,2.32819,0.004284448,35.233
0.1376,0.0722515,0.001195429,35.558
0.2778,0.0870724,0.017652146,34.389
0.4034,0.23261,0.014698833,31.571
0.783,8.16655,0.014653178,22.099
0.9791,7.62512,0.013649816,18.636
0.4377,2.10552,0.023354468,27.683
0.3023,0.703384,0.02480926,35.98
0.2577,0.128645,0.013913303,36.115
0.1193,0.124217,0.004818679,37.359
0.097,0.0350369,0.002603198,38.805
0.1497,0.459744,0.003363845,37.548
0.297,2.5963,0.012413231,34.945
0.575,13.0547,0.017527091,31.504
0.6401,17.4858,0.017274765,25.033
0.4824,10.0602,0.014126732,21.06
0.4056,4.95685,0.00915037,21.331
0.4854,0.652326,0.006800602,25.798
0.4633,0.424837,0.011563958,28.803
0.2988,0.744662,0.011683426,29.384
0.1712,0.248582,0.006023765,27.532
0.1236,0.00286274,0.005344121,36.754
0.1214,0.0495979,0.005198105,37.541
0.099,0.0261164,0.007268181,38.191
0.2885,0.162517,0.013606852,35.872
0.277,0.559621,0.014178204,33.081
0.4757,1.09269,0.019373552,35.667
0.3875,3.26466,0.025515165,34.989
0.508,15.3564,0.026719502,34.51
0.7149,17.8043,0.022424102,32.128
0.38,10.0566,0.023880723,35.241
0.187,2.01299,0.017081521,38.387
0.1143,0.0618414,0.007772041,39.833
0.0671,0.116128,0.002309346,39.637
0.0807,0.222464,0.000374317,41.023
0.1842,0.46773,0.000792942,38.631
0.3891,3.18314,0.001490202,34.404
0.2789,11.1122,0.001633285,34.964
0.3612,16.579,0.002478614,31.577
0.521,12.7828,0.002743846,24.802
0.2294,0.519823,0.000905134,28.763
0.1005,2.33917,0.000720281,32.115
0.0125,1.42371,0.00021893,38.413
0.0452,0.0587877,0.000562321,38.073
0.0767,0.0562299,0.000942023,39.137
0.2251,0.275497,0.001209145,39.45
0.2996,0.460148,0.000753121,35.288
0.2856,1.94781,0.001577496,25.26
0.4277,10.3073,0.03159572,30.079
0.5995,3.46632,0.016431019,29.9
0.389,0.310047,0.027171621,33.889
0.3584,0.249775,0.018983728,37.776
0.2464,0.0876676,0.014423444,37.677
0.1478,0.752208,0.00998867,40.934
0.0805,0.317356,0.002850779,41.293
0.7623,8.16465,0.021122874,42.83
0.5877,7.57669,0.020330089,14.958
0.3125,5.89532,0.029289902,15.771
0.5137,8.6265,0.036587107,24.787
0.7216,8.66027,0.02619518,16.543
0.4184,6.65204,0.041193175,21.218
0.2927,6.81307,0.039320808,19.491
0.2767,6.47519,0.037394691,19.685
0.1763,5.74064,0.049578037,25.932
0.2621,6.5872,0.047628717,21.592
0.298,7.61647,0.046681016,25.05
0.476,8.34564,0.052361258,25.416
0.5184,9.73203,0.041342286,19.485
0.8499,8.743,0.026942472,12.97
0.6839,7.69,0.024170467,12.371
0.2843,7.28943,0.056213925,20.55
0.3053,5.92508,0.035403963,15.104
0.106,4.69529,0.075170653,18.924
0.5184,6.85566,0.03288473,25.174
0.7127,8.10785,0.026962892,15.366
1.8371,0.608925,0.004195972,8.892
2.8959,0.00975991,0.001187907,4.662
2.2898,0.0961668,0.00094653,8.2
1.6736,0.510472,0.00129932,12.286
1.1359,0.562958,0.00192014,8.225
0.6124,0.279448,0.003637166,14.676
0.3001,0.672751,0.00832838,27.31
0.3499,1.47564,0.009324507,24.75
0.4935,2.57209,0.011431678,24.107
0.8625,3.68024,0.008311709,14.413
1.3239,1.24968,0.004838278,6.752
1.6641,0.183886,0.003024991,9.828
2.48,0.0979023,0.001577228,11.815
1.2041,4.7951,0.010785038,15.8
1.6121,4.13812,0.007202795,14.5
1.2503,4.07293,0.010216555,18.4
0.7987,4.16976,0.017182721,25.7
0.7002,3.61446,0.012235425,15.2
0.4157,2.64908,0.013259957,14.6
0.2675,1.64255,0.015915293,16.4
0.2358,2.39945,0.024645564,20.7
0.3201,2.92809,0.024589553,20.5
0.5745,3.48005,0.01404969,16.6
0.9047,4.24847,0.010407168,15.4
1.2539,4.04205,0.007385324,14.4
1.4663,3.92101,0.007559755,14.2
1.893,3.74663,0.004360119,13.2
1.7271,3.63336,0.004286682,13.4
1.4273,3.61004,0.006190915,15.8
0.8607,2.89285,0.006212043,14.1
0.468,2.09726,0.009180566,14
0.3115,1.83295,0.014831662,16.1
0.2415,1.86728,0.018483498,19.4
0.3243,2.70971,0.023061915,24.8
0.6157,3.96343,0.014022937,22.2
0.8548,4.45882,0.011204058,15.8
1.0345,3.9043,0.009516379,15.1
1.5115,4.25998,0.00832858,16.3
2.0309,4.34966,0.004825242,14
1.842,3.90768,0.004801524,13.8
1.1405,3.77454,0.006564451,14.4
0.6384,3.56301,0.011991308,19.9
0.3957,3.00239,0.015538041,16.7
0.2272,2.49361,0.025941376,28.8
0.2167,2.83556,0.028218795,32
0.3963,3.57516,0.013989973,18.4
0.5289,4.37421,0.01666386,20.3
0.9187,5.74338,0.004350124,17.5
1.2817,4.98433,0.004202955,15.5
1.4146,4.9106,0.003753173,14.9
0.1902,7.31077,0.054180884,38.3
0.345,7.46818,0.044277168,37.9
0.4265,9.0461,0.044135835,36.7
0.7332,6.24499,0.020510015,27.8
0.3431,4.31904,0.022235569,28.8
0.115,3.97107,0.062052006,32.8
0.1304,3.61917,0.043031193,33.1
0.2005,5.53146,0.039637201,34.1
0.4111,6.75473,0.029014418,33.8
0.6378,7.96833,0.021216195,30.4
0.7042,7.33825,0.01969944,29.2
0.8618,8.3001,0.021018035,24.4
0.9286,6.36931,0.017354821,23.4
0.5976,7.72722,0.018899009,23.5
0.5161,5.48042,0.018568169,24.4
0.2205,4.1381,0.046937608,26.1
0.2572,5.06116,0.036556683,32.6
0.3213,6.25444,0.042037471,31.3
0.5307,6.91282,0.022165108,30.1
0.412,6.01132,0.035394141,28.3
0.8563,4.98725,0.017606146,26
0.3082,4.77261,0.033824868,25.6
0.1249,4.77785,0.048610913,27.5
0.1003,5.50993,0.066783379,30.9
0.09,5.17887,0.065240295,33.4
0.0766,5.44253,0.08762732,34
0.3334,6.0773,0.035941667,32.3
0.5298,7.52571,0.022868017,30.6
0.3846,7.36047,0.040016716,30.4
0.4078,6.93408,0.042197337,32.8
0.1024,6.59048,0.07902553,26.7
0.1219,5.58237,0.060274066,26.3
0.1979,8.15403,0.074591582,27.9
0.338,11.8971,0.052239129,25.8
0.2228,12.1279,0.082777173,25.1
0.4996,12.827,0.038526134,21.7
0.3624,16.2846,0.039022564,22.3
0.6558,12.0665,0.024180053,17.9
0.399,9.51153,0.02685883,18.2
0.2642,5.43234,0.032384006,19.8
0.1888,4.63737,0.043526113,23.6
0.1889,5.04447,0.03030255,24.3
0.2241,4.59656,0.026795444,23.7
0.3098,6.18421,0.035361079,23.5
0.4674,8.12798,0.024621267,20.7
0.813,3.71323,0.014621343,14.8
0.9158,17.0795,0.016438475,15.3
1.2061,9.06936,0.016009074,12.1
0.8329,8.93332,0.019415022,13.3
0.4948,7.46904,0.019952435,15.2
0.29,3.88013,0.022140439,16.1
0.2276,6.80473,0.027609683,18.9
0.0884,7.71615,0.069107516,26.7
0.1013,5.64894,0.060757179,26.3
0.1125,6.84836,0.049460372,27.8
0.2053,9.76923,0.047352603,27.3
0.2333,12.7752,0.035722847,26.5
0.7122,7.44243,0.017824522,23.4
0.8276,8.79998,0.020098699,21.6
0.902,10.4391,0.024517553,20
1.2026,11.2805,0.016154795,14.4
0.8921,10.7375,0.014771504,10.8
0.1759,5.06131,0.045337823,26.5
0.3904,7.69313,0.028825443,24
0.5851,8.3774,0.024663347,26
0.6308,10.3598,0.029212773,24.3
0.8866,9.77307,0.021747573,17.3
0.6603,10.3991,0.025713758,22
0.5955,12.6395,0.025226274,19.4
0.5313,12.414,0.020537759,20.6
0.3048,8.26083,0.024194263,17.9
0.1786,2.79946,0.037018767,25.6
0.1217,4.14636,0.070583471,29.3
0.2451,7.57469,0.031470338,28.8
0.1153,7.23004,0.090521846,29
0.3166,8.15246,0.045866159,28.4
0.4002,11.1942,0.042725577,25.2
1.0012,10.7288,0.015957351,21.3
1.0253,11.5167,0.016199906,16.3
0.9693,12.8703,0.02319006,13.5
0.839,10.0881,0.021502391,14.9
0.3052,8.11993,0.037145921,21.7
0.1319,5.75005,0.053784755,26.4
0.1553,5.80417,0.032371721,26.4
0.0853,4.31065,0.081979294,28.9
0.2349,7.40289,0.030662685,28
0.4151,8.42351,0.026305353,26.3
0.7722,10.2983,0.019430854,18.9
1.0586,10.3171,0.016765135,19.3
1.0352,12.0771,0.01843984,11.8
1.1535,11.9762,0.018098357,13.1
0.915,13.4762,0.017693625,11.6
0.6906,10.1826,0.025333205,22.2
0.5494,9.29255,0.017921946,19.7
0.2678,8.00658,0.030829231,26.4
0.1562,3.41572,0.039050042,27.1
0.099,4.69356,0.074283014,28.7
0.2382,6.57818,0.037776283,29.1
0.333,7.8823,0.032050486,27.8
0.6368,9.57083,0.021820403,23.1
0.6325,9.1524,0.026781266,26.6
0.6201,13.4524,0.031095517,27.7
0.9645,11.6294,0.022367946,20.3
0.5122,13.2249,0.034178474,22.6
0.9113,10.2789,0.016198726,20.8
0.3593,10.7671,0.026808451,25.2
0.1991,8.0908,0.037517325,29.8
0.1458,5.09545,0.042332198,29
0.1121,4.36473,0.072422573,31.7
0.124,5.34982,0.054010417,31.5
0.3497,8.60245,0.028896201,30.2
0.6163,9.9162,0.024016372,26.7
0.4918,9.5772,0.035714297,26.6
0.6066,10.761,0.032878768,27
1.2873,10.908,0.020121412,20.5
1.065,12.7583,0.020208173,14.9
0.7155,12.7609,0.021222441,16.1
0.3126,11.2717,0.034014809,24.2
0.2435,6.83267,0.034616848,28.1
0.1246,5.16628,0.07204488,32
0.1026,3.37358,0.090859925,32.4
0.173,4.94685,0.072698078,32.2
0.286,7.54141,0.043964282,31.3
0.4184,9.40865,0.039656889,30.3
0.915,11.4427,0.020543288,21.2
0.9149,13.0371,0.025696147,22
1.135,11.6452,0.024745622,22.3
0.5441,10.8794,0.036224517,24.3
0.5701,10.6001,0.029065457,25.3
0.3267,10.0443,0.035023214,26
0.2123,7.28501,0.037686348,27.4
0.1177,7.61182,0.071499161,29.8
0.1562,4.09844,0.02905175,31.9
0.0992,6.72117,0.067457549,34.1
0.185,6.99602,0.061009877,31.5
0.2385,8.89919,0.051257703,29.2
0.3684,10.3731,0.041921284,28.6
0.5004,11.1392,0.044656086,30.4
0.7779,12.3598,0.032146528,19.7
0.4382,10.82,0.04217826,23.1
0.3033,11.2788,0.046984076,24.1
0.279,8.08409,0.033483052,24.5
0.2337,9.21948,0.025572699,25.2
0.1278,5.41595,0.045515719,26.7
0.1361,5.6825,0.041177418,27
0.3302,8.20758,0.030447785,25.8
0.3429,9.53198,0.040073497,26.3
0.4551,10.0866,0.03968979,27.4
0.4174,11.8057,0.044123823,28.7
0.5176,12.6694,0.035113973,26.2
0.3274,8.92095,0.04276712,23
0.3151,7.6684,0.034493211,21.2
0.2233,7.67447,0.029266404,24.6
0.1094,4.6409,0.046143441,25.2
0.442,15.2616,0.025021571,30.3
0.6173,21.4835,0.029133673,28.7
0.785,21.2447,0.028561923,27.4
1.3089,17.0247,0.019505731,20.1
0.7606,8.34361,0.026345227,18
0.5826,13.1777,0.030211216,25.8
0.3657,11.6791,0.030216633,25.9
0.2377,6.87302,0.03801205,28.8
