Fluxes_site,LAT,LONG,IGBP, COUNTRY, CONTINENT,Climate,TIMESTAMP,year,month,VPD_F,GPP,Ga_h,Gs_mol,SWC,GPP_LN,Gs_mol_LN,SWC_LN,GPP_LOG,Gs_mol_LOG,SWC_LOG,SWC_CLASS,SWC_CL,SWC_LEVEL
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200710,2007,10,20.604,3.478,0.036276576,0.005056483,0.825,1.246457416,-5.287084097,-0.192371893,0.541329578,-2.296151449,-0.083546051,-88.5606101,DRY,2
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200711,2007,11,13.317,7.38612,0.034349695,0.011963291,1.405,1.999602563,-4.425912401,0.340037303,0.868416359,-1.922149333,0.147676324,-80.51837235,DRY,2
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200802,2008,2,5.153,6.93013,0.029820482,0.031923656,11.83,1.935878572,-3.444407977,2.470638678,0.840741381,-1.495887378,1.072984745,64.03391819,VERY WET,
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200804,2008,4,11.763,6.31958,0.030684177,0.012366072,5.713,1.84365275,-4.392798685,1.74274428,0.800688216,-1.907768229,0.756864224,-20.78395819,LIGHT DRY,
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200805,2008,5,13.631,4.52275,0.029757151,0.007698784,5.127,1.509120216,-4.866692885,1.634520693,0.655402582,-2.113577865,0.709863317,-28.9093915,DRY,2
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200806,2008,6,12.56,3.21905,0.026523658,0.005851967,3.395,1.169086285,-5.140977435,1.222303761,0.507727722,-2.232698132,0.530839779,-52.92517732,SERVE DRY,1
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200807,2008,7,14.165,1.97077,0.024825222,0.003968743,2.586,0.678424329,-5.529305859,0.95011228,0.294635943,-2.401347023,0.412628521,-64.14271239,SERVE DRY,1
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200811,2008,11,7.964,4.70794,0.034478803,0.012525172,10.133,1.549250445,-4.3800149,2.315797424,0.672830919,-1.902216302,1.005738043,40.50343982,WET,
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200812,2008,12,5.793,7.16595,0.038374115,0.026897998,11.646,1.969340641,-3.615703419,2.454962773,0.855273774,-1.570280043,1.066176786,61.4825876,VERY WET,
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200901,2009,1,6.61,8.4368,0.036355179,0.024893403,11.467,2.13260309,-3.69315245,2.439473345,0.926177754,-1.60391573,1.059449813,59.00058664,VERY WET,
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200902,2009,2,4.997,7.19979,0.032648899,0.030187189,11.808,1.974051859,-3.50033765,2.468777268,0.857319829,-1.520177326,1.072176344,63.72886779,VERY WET,
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200903,2009,3,6.424,6.71509,0.028423595,0.021738808,11.464,1.904357233,-3.828656229,2.439211691,0.827051838,-1.662764273,1.059336177,58.95898885,VERY WET,
ZM_Mon,-15.4378,23.2528,DBF,Zambia,Africa,Cwa,200904,2009,4,12.055,5.82755,0.027269505,0.011332583,6.356,1.762596672,-4.480073251,1.849399249,0.765486008,-1.945671091,0.803183889,-11.86816703,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200107,2001,7,7.179,7.09568,0.036625312,0.005633176,8.087,1.959486148,-5.179081875,2.090257834,0.850994022,-2.24924668,0.907787443,-22.1619388,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200108,2001,8,7.299,7.15202,0.035069682,0.004966567,10.341,1.967394834,-5.305026422,2.336116576,0.85442872,-2.303943701,1.014562538,-0.466997538,SERVE DRY,1
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200109,2001,9,4.051,4.67679,0.03690989,0.004939092,12.264,1.542611977,-5.31057377,2.506668142,0.669947869,-2.306352884,1.088632142,18.04204063,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200110,2001,10,3.206,0.861714,0.045303457,0.003575842,16.523,-0.14883185,-5.633554606,2.80475335,-0.064636851,-2.446621679,1.218088903,59.03527702,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200111,2001,11,2.356,0.201757,0.042463918,0.001822158,18.025,-1.600691276,-6.307733766,2.891759683,-0.695171388,-2.739413968,1.255875273,73.49215447,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200204,2002,4,3.885,0.251432,0.048982085,0.003574556,19.743,-1.380582704,-5.633914306,2.982798998,-0.59957945,-2.446777895,1.295413146,90.02805025,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200205,2002,5,4.583,1.61915,0.051608653,0.005074209,18.803,0.48190132,-5.283584628,2.934016432,0.209287084,-2.294631649,1.274227146,80.98047049,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200206,2002,6,6.955,7.64213,0.038880548,0.005281884,16.811,2.03367636,-5.243472427,2.822033434,0.883214421,-2.277211141,1.225593548,61.80730146,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200207,2002,7,8.775,10.917,0.035191162,0.006228584,10.367,2.390321207,-5.078606259,2.338627684,1.03810331,-2.205610674,1.015653099,-0.216745332,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200208,2002,8,6.914,9.04235,0.028949008,0.005211723,13.704,2.201919096,-5.256844768,2.617687761,0.956281313,-2.283018675,1.13684735,31.90216282,WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200209,2002,9,5.963,7.48981,0.030700706,0.004166775,7.946,2.01354343,-5.480612924,2.072668657,0.874470801,-2.38019995,0.900148561,-23.51907576,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200210,2002,10,2.427,2.19586,0.03573632,0.003914149,16.455,0.786573769,-5.543157342,2.800629382,0.341604648,-2.407362646,1.216297887,58.38077125,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200211,2002,11,1.768,0.102555,0.042822732,0.002020784,17.385,-2.277356039,-6.204269724,2.855607765,-0.989043161,-2.694480105,1.240174695,67.33210016,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200303,2003,3,2.026,0.0618932,0.038848734,0.001804526,14.406,-2.78234496,-6.317457326,2.667644786,-1.208357063,-2.743636856,1.15854341,38.65897239,WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200304,2003,4,7.304,0.416467,0.049191277,0.002310139,19.273,-0.875948052,-6.070447583,2.958705153,-0.380419406,-2.636361888,1.284949321,85.50426037,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200305,2003,5,5.993,2.65327,0.040030088,0.003142141,16.349,0.975792842,-5.762850864,2.794166733,0.423781447,-2.50277433,1.213491194,57.36051226,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200306,2003,6,8.234,9.6288,0.033775426,0.004805083,12.425,2.264758607,-5.338080963,2.519710572,0.983572166,-2.318299106,1.094296397,19.5916793,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200307,2003,7,7.775,10.5454,0.035498372,0.006175098,12.695,2.355689746,-5.087230526,2.541208215,1.023063058,-2.209356146,1.103632705,22.19045221,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200308,2003,8,6.241,9.57457,0.030195482,0.005005264,10.619,2.259110625,-5.29726512,2.362644849,0.981119279,-2.300573011,1.026083621,2.208776051,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200309,2003,9,4.919,6.16354,0.034404097,0.004428137,10.12,1.818651288,-5.419776325,2.314513664,0.789830219,-2.353778951,1.005180513,-2.59414129,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200310,2003,10,2.959,1.47192,0.033542166,0.002438961,17.44,0.386567671,-6.01618315,2.858766418,0.167884206,-2.612795144,1.241546481,67.86147983,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200311,2003,11,1.534,0.199705,0.040574725,0.001320242,19.37,-1.610914001,-6.629940226,2.963725477,-0.699611062,-2.879346455,1.287129621,86.4378936,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200312,2003,12,1.374,0.0264829,0.038257964,0.001005483,18.687,-3.631256037,-6.902287256,2.927828095,-1.577034459,-2.997625268,1.271539586,79.86396064,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200404,2004,4,3.543,0.334617,0.043648794,0.003130294,16.942,-1.094768685,-5.766628349,2.829795746,-0.475451999,-2.504414871,1.228964677,63.06818757,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200405,2004,5,4.297,2.24478,0.044546553,0.003602184,15.811,0.808607521,-5.626214951,2.7607059,0.351173784,-2.443434107,1.198959339,52.18221661,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200406,2004,6,6.423,10.2642,0.043428626,0.006355692,14.217,2.328662113,-5.05840449,2.654438432,1.011325106,-2.196837157,1.152807963,36.83983135,WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200407,2004,7,6.17,12.1843,0.029190791,0.004543798,11.594,2.500148238,-5.393992053,2.450487723,1.085800584,-2.342580984,1.064233296,11.59323378,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200408,2004,8,5.713,9.6899,0.034652919,0.00501571,10.666,2.271084106,-5.295180292,2.367061112,0.986319295,-2.299667582,1.028001579,2.661155039,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200409,2004,9,6.565,7.39841,0.029109412,0.003488597,8.972,2.001265112,-5.658255629,2.194108617,0.869138395,-2.457349197,0.952889265,-13.6437387,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200410,2004,10,2.804,1.98156,0.038959421,0.003305496,13.861,0.683884413,-5.712168741,2.629079141,0.297007227,-2.480763364,1.141794564,33.41330114,WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200411,2004,11,2.039,0.160074,0.038180464,0.001881392,16.186,-1.832119071,-6.275743351,2.784146671,-0.795679203,-2.725520707,1.209139536,55.79162343,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200502,2005,2,1.2,0.0575409,0.034629625,0.000817842,11.575,-2.85525928,-7.108841394,2.4488476,-1.24002335,-3.08733059,1.063521,11.41035717,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200503,2005,3,2.098,0.086962,0.035887998,0.001065913,11.152,-2.442284037,-6.84392357,2.411618854,-1.060670481,-2.972278241,1.047352761,7.338946278,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200504,2005,4,5.163,0.987465,0.038099228,0.001839264,12.622,-0.012614226,-6.298389787,2.535441323,-0.005478289,-2.73535593,1.101128176,21.48782101,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200505,2005,5,5.622,3.05804,0.034259,0.002879905,11.083,1.117774188,-5.849997971,2.405412403,0.485443162,-2.540621838,1.044657333,6.674815423,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200506,2005,6,7.598,11.0805,0.031657673,0.004413557,7.549,2.405186807,-5.423074339,2.021415104,1.044559358,-2.35521126,0.877889425,-27.34023445,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200507,2005,7,9.612,9.87339,0.02983547,0.003661881,6.117,2.28984326,-5.609778329,1.81107178,0.994466292,-2.436295773,0.78653848,-41.12335596,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200508,2005,8,6.89,9.33953,0.027311021,0.003672148,8.447,2.23425593,-5.606978502,2.133811349,0.970325021,-2.435079824,0.926702494,-18.69690825,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200509,2005,9,6.316,6.9638,0.033011376,0.003754238,6.886,1.940725302,-5.584869944,1.929490365,0.84284629,-2.425478199,0.837967018,-33.7216657,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200510,2005,10,3.456,2.7457,0.034771034,0.002527252,9.391,1.010036052,-5.980622733,2.239751784,0.438653084,-2.597351451,0.972711841,-9.610828148,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200601,2006,1,0.951,0.0232662,0.040564954,0.000724068,13.113,-3.760753615,-7.230625247,2.573604105,-1.633274543,-3.140220646,1.117702061,26.21373767,WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200602,2006,2,1.027,0.00447494,0.044337116,0.00060806,12.822,-5.409262335,-7.405236997,2.551162446,-2.349212783,-3.216053565,1.107955773,23.41283798,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200604,2006,4,5.194,1.06201,0.039050195,0.002008781,14.102,0.060163339,-6.210227209,2.646316631,0.026128606,-2.697067408,1.14928071,35.73294659,WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200605,2006,5,5.448,4.48797,0.036524424,0.003017757,12.619,1.501400484,-5.803241439,2.535203615,0.652049945,-2.520315734,1.10102494,21.45894576,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200606,2006,6,8.226,10.8515,0.031372935,0.00489364,6.728,2.384303319,-5.319818876,1.906277923,1.035489775,-2.310367983,0.827885983,-35.24242911,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200607,2006,7,8.845,10.1365,0.034468637,0.004175675,5.891,2.316142771,-5.478479257,1.773425763,1.005888025,-2.379273311,0.770189023,-43.29862513,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200608,2006,8,6.781,9.46995,0.028747592,0.00370673,6.567,2.248123627,-5.597605193,1.882057107,0.976347686,-2.431009047,0.817367016,-36.79206777,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200609,2006,9,4.196,6.06546,0.031103358,0.002921494,7.152,1.802610385,-5.83566015,1.967392038,0.782863743,-2.534395001,0.854427506,-31.16139313,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200610,2006,10,2.99,1.2041,0.037273297,0.002005868,13.518,0.1857324,-6.211678394,2.604022131,0.080662556,-2.69769765,1.130912442,30.11189704,WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200611,2006,11,2.002,0.276566,0.032497843,0.000665675,12.741,-1.285305788,-7.314708995,2.54482514,-0.558201212,-3.176737753,1.105203516,22.63320611,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200703,2007,3,2.491,0.160441,0.045127176,0.001311942,11.488,-1.829829005,-6.636246797,2.441303012,-0.79468464,-2.882085364,1.060244427,10.57297479,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200704,2007,4,4.561,0.720571,0.045930307,0.002103633,11.031,-0.327711326,-6.164089429,2.400709491,-0.14232322,-2.677030025,1.042614885,6.17431101,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200705,2007,5,7.997,5.40865,0.039205729,0.003409354,9.749,1.687999524,-5.681232448,2.277164716,0.733088879,-2.467327903,0.98896007,-6.165047771,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200706,2007,6,9.246,13.1607,0.036513725,0.005843621,7.656,2.577235116,-5.14240464,2.035489654,1.119278989,-2.233317959,0.884001925,-26.31035037,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200707,2007,7,8.135,11.4119,0.030324688,0.004969755,6.707,2.434656671,-5.304384736,1.903151757,1.057357957,-2.303665021,0.826528306,-35.44455589,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200708,2007,8,7.812,8.06745,0.034570778,0.003504525,5.31,2.087837447,-5.653700288,1.669591835,0.906736282,-2.455370838,0.725094521,-48.89079943,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200709,2007,9,6.114,8.24231,0.036348653,0.004190912,8.53,2.109280644,-5.474836908,2.143589362,0.916048945,-2.377691458,0.930949031,-17.89802621,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200710,2007,10,3.681,2.76907,0.0400393,0.002908832,10.579,1.018511524,-5.840003653,2.358870904,0.442333935,-2.536281361,1.024444617,1.823772657,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200711,2007,11,1.953,0.30077,0.047382062,0.001544679,12.606,-1.201409426,-6.472939157,2.534172891,-0.521765484,-2.811161758,1.100577303,21.33381965,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200801,2008,1,0.805,0.0777173,0.040898329,0.000715561,17.247,-2.554677395,-7.242443708,2.847638215,-1.109482296,-3.145353338,1.236713563,66.00383845,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200804,2008,4,5.703,0.760151,0.044476953,0.001634066,19.463,-0.274238181,-6.416683892,2.968515227,-0.119100129,-2.786730406,1.289209783,87.33302649,VERY WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200805,2008,5,5.289,2.79507,0.049662505,0.00368098,15.446,1.027857151,-5.604576258,2.73735007,0.446392689,-2.434036542,1.188816031,48.66906064,WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200806,2008,6,6.207,9.77648,0.042110174,0.005401315,13.39,2.279979501,-5.221112837,2.59450816,0.990182516,-2.267500494,1.126780577,28.87988618,WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200807,2008,7,5.831,10.9515,0.035958137,0.005327801,6.423,2.393476433,-5.234816696,1.859885298,1.039473607,-2.273452005,0.807737922,-38.17807999,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200808,2008,8,7.326,10.0293,0.029965828,0.004438195,5.27,2.305510809,-5.417507517,1.662030363,1.001270622,-2.35279362,0.721810615,-49.27580283,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200809,2008,9,4.907,7.25232,0.029670247,0.00308057,6.097,1.981321418,-5.782640634,1.807796847,0.860476959,-2.511368918,0.785116195,-41.31585765,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200810,2008,10,3.443,2.25204,0.037574272,0.002098853,6.835,0.811836472,-6.166364274,1.92205647,0.3525761,-2.678017978,0.834738519,-34.21254503,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200811,2008,11,2.343,0.335174,0.037312402,0.000869744,10.278,-1.093105479,-7.047311642,2.330005689,-0.474729678,-3.060608559,1.011908613,-1.073377884,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200812,2008,12,0.766,0.113102,0.045655722,0.000239819,11.124,-2.179465213,-8.335626086,2.409104936,-0.946529715,-3.620116412,1.04626098,7.069443902,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200902,2009,2,0.778,0.0493823,0.0424666,0.007331589,9.825,-3.008163219,-4.915563006,2.284930158,-1.306428686,-2.134801889,0.992332559,-5.433541322,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200903,2009,3,2.527,0.129826,0.040385719,0.005309956,11.208,-2.041560187,-5.23817173,2.416627809,-0.886638324,-2.274909078,1.049528122,7.877951029,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200904,2009,4,4.792,0.597317,0.046843875,0.006195663,12.257,-0.515307318,-5.083905748,2.506097202,-0.223795125,-2.207912213,1.088384186,17.97466504,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200905,2009,5,7.103,2.89177,0.047836076,0.003200666,9.56,1.061868771,-5.744396366,2.257587727,0.461163748,-2.494759644,0.980457892,-7.984188808,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200906,2009,6,7.998,9.58145,0.033614085,0.004093506,7.869,2.259828938,-5.498353463,2.06293099,0.981431238,-2.387904569,0.895919545,-24.26020729,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200907,2009,7,6.642,10.8486,0.037426807,0.004826068,4.829,2.384036039,-5.333723222,1.574639407,1.035373697,-2.316406563,0.683857205,-53.52046525,SERVE DRY,1
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200908,2009,8,6.286,8.16754,0.03345733,0.004060315,6.384,2.100167762,-5.506494722,1.85379486,0.91209127,-2.391440272,0.805092878,-38.5534583,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200909,2009,9,5.713,7.1561,0.023646538,0.002856995,5.286,1.96796514,-5.857984906,1.665061816,0.854676401,-2.54409052,0.723127159,-49.12180147,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200910,2009,10,2.358,1.30701,0.034097518,0.001403376,11.176,0.267742086,-6.568874517,2.413768622,0.11627891,-2.852825955,1.048286393,7.569948314,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200911,2009,11,2.462,0.39707,0.026472673,0.000506548,10.709,-0.923642691,-7.587891471,2.371084509,-0.401132924,-3.295379395,1.029748919,3.075033688,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,200912,2009,12,1.101,0.0269172,0.036094338,0.00034109,11.53,-3.614989792,-7.983364186,2.444952334,-1.569970119,-3.467131013,1.061829307,10.97722835,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201002,2010,2,1.289,0.0872609,0.035439038,0.000689023,9.073,-2.438852797,-7.280235906,2.20530297,-1.059180312,-3.161766281,0.957750911,-12.67160513,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201003,2010,3,4.454,0.302897,0.034323554,0.000996934,10.671,-1.194362465,-6.910825989,2.367529782,-0.518705028,-3.001333592,1.02820512,2.709280463,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201004,2010,4,6.975,1.53745,0.04197453,0.002010252,10.116,0.4301252,-6.209495192,2.314118329,0.186801001,-2.696749497,1.005008821,-2.63264163,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201005,2010,5,9.115,5.43216,0.042258711,0.004148837,8.939,1.692336845,-5.484927225,2.190423726,0.734972553,-2.382073627,0.951288937,-13.9613665,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201006,2010,6,5.79,9.82607,0.034733186,0.004159344,9.75,2.285039058,-5.482397909,2.277267285,0.992379854,-2.38097516,0.989004616,-6.155422686,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201007,2010,7,9.058,10.4075,0.033290564,0.005078775,5.833,2.3425267,-5.282685188,1.763531448,1.01734642,-2.294241027,0.765891976,-43.85688005,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201008,2010,8,6.847,8.56433,0.034251136,0.004418937,7.567,2.147605903,-5.42185611,2.023796688,0.932693393,-2.35468219,0.878923734,-27.16698292,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201009,2010,9,3.63,5.57381,0.039929836,0.004362998,9.515,1.718078842,-5.434595843,2.252869501,0.74615216,-2.360214986,0.978408793,-8.417317626,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201010,2010,10,4.002,1.34802,0.040088048,0.002165026,7.833,0.298636849,-6.135322908,2.058345578,0.129696336,-2.664536884,0.893928127,-24.60671035,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201011,2010,11,1.959,0.458603,0.041412645,0.000897629,10.092,-0.779570367,-7.015753715,2.311743031,-0.338563109,-3.046903125,1.003977242,-2.863643666,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201103,2011,3,1.914,0.131846,0.038765166,0.001295746,7.611,-2.026120704,-6.648668688,2.029594569,-0.879933041,-2.887480123,0.881441722,-26.74347919,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201104,2011,4,3.231,0.506575,0.048061189,0.002069494,12.043,-0.680082891,-6.180451146,2.488483578,-0.295356247,-2.684135828,1.080734686,15.91489688,LITTER WET,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201105,2011,5,5.735,3.33228,0.041901922,0.003306622,9.556,1.203656754,-5.711828155,2.257169229,0.522741487,-2.480615449,0.980276141,-8.022689147,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201106,2011,6,6.975,8.37466,0.038245149,0.004047632,8.214,2.12521048,-5.50962326,2.105840016,0.922967184,-2.392798979,0.914554699,-20.93955302,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201107,2011,7,8.672,11.5289,0.03267144,0.004535795,4.838,2.444856926,-5.395754908,1.576501412,1.061787872,-2.343346582,0.684665864,-53.43383948,SERVE DRY,1
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201108,2011,8,6.875,9.36869,0.03220135,0.003939914,4.92,2.237373279,-5.536596383,1.593308531,0.971678869,-2.404513258,0.691965103,-52.64458252,SERVE DRY,1
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201109,2011,9,4.371,6.94674,0.033451544,0.003467791,7.642,1.938272485,-5.664237487,2.033659349,0.841781045,-2.459947085,0.883207033,-26.44510156,DRY,2
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201110,2011,10,4.511,2.28061,0.034754498,0.002210394,8.844,0.824442951,-6.114584499,2.179739263,0.358051024,-2.655530307,0.946648734,-14.87574956,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201111,2011,11,2.483,0.213609,0.042568478,0.000846592,10.206,-1.543608038,-7.074291679,2.322975783,-0.670380453,-3.07232584,1.008855564,-1.766383993,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201201,2012,1,1.055,0.0226174,0.038940471,0.000316102,9.326,-3.789035757,-8.059445612,2.232806198,-1.645557321,-3.500172756,0.969695411,-10.23645866,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201203,2012,3,4.318,0.369017,0.041995903,0.000882372,10.482,-0.996912566,-7.032896822,2.3496595,-0.432953626,-3.054348282,1.020444155,0.890139426,NORMAL,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201204,2012,4,4.217,0.994835,0.04248562,0.002385309,9.337,-0.005178385,-6.038426603,2.233985002,-0.002248944,-2.622455353,0.970207359,-10.13058273,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201205,2012,5,7.039,5.86548,0.040437246,0.003706569,8.647,1.76908432,-5.597648628,2.15721244,0.768303558,-2.431027911,0.936865459,-16.77189128,LIGHT DRY,
US_UMB,45.5598,-84.7138,DBF,USA,North America,Dfb,201206,2012,6,8.706,12.1081,0.035424166,0.005288257,8.397,2.49387465,-5.242266577,2.127874499,1.083075999,-2.276687447,0.924124153,-19.17816249,LIGHT DRY,
